"car_ids","market_ids","make","model","firm_ids","Genmodel_ID","Viz1","Viz2","Viz3","Viz4","Viz5","Viz6","Viz7","Viz8","Viz9","Viz10","Viz11","Viz12","Viz13","Viz14","Viz15","Viz16","Viz17","Viz18","Viz19","Viz20","clustering_ids","shares","quantity","trend","prices","mpg","hp","Gas_emission","wt","len","wid","Engine_size","Fuel_Type","hpwt","eswt","space","mpd","region","demand_instruments0","demand_instruments1","demand_instruments2","demand_instruments3","log_s_s0"
"64_14_2014",2014,"Nissan","Juke",18,"64_14",-0.977173073,0.800880597,-0.60903322,-0.434241517,0.333319018,0.486223337,-2.11264194,-1.225735338,0.919857241,-0.048578376,1.479629753,0.371500368,-1.916678507,2.126791615,-1.487644858,-0.161454759,-0.982283037,-0.410202501,2.809939397,-1.196540015,316,0.00138135,36.929,6,13.07,4.7,92,1.38,256.176844,4135,1974,1598,"Petrol",0.359126916248527,0.623787839309942,1.26518984678089,0.811405665702742,"Japan",0.0545352433425144,22.39,8.46032059020598,228.4247,-6.49930440615118
"64_14_2015",2015,"Nissan","Juke",18,"64_14",0.738718119,1.012693884,-0.835693185,0.23133734,-2.18287401,-0.71297709,-0.672878114,-0.008976553,-0.462527668,1.295722732,0.920042169,0.031997929,0.388567985,-0.482357901,-0.633955754,-0.788320092,0.26443309,-0.357463297,1.690782756,-2.35733686,316,0.001405605,38.016,7,14.99,4.69,92,1.38,256.397306,4135,1974,1598,"Petrol",0.358818122683395,0.623251478313115,1.26518984678089,0.929154698853418,"Japan",0.452893093078649,25.2398,9.49536945261257,247.5677,-6.47667547976809
"64_14_2016",2016,"Nissan","Juke",18,"64_14",-0.319075305,-2.509140862,0.443512525,1.061259269,-0.479508078,-0.62405317,1.724775122,-0.195573896,-0.153576531,-0.348681792,0.411057961,0.447478584,-0.157526798,-0.350349281,-2.005869824,1.728986409,2.528024423,0.807487223,1.650483467,1.28332052,316,0.001357114,36.79,8,15.09493,4.69,92,1.38,256.397306,4135,1974,1598,"Petrol",0.358818122683395,0.623251478313115,1.26518984678089,0.940348867629563,"Japan",0.476835445028995,23.7538,10.5437234116134,255.6612,-6.5101258958227
"64_14_2017",2017,"Nissan","Juke",18,"64_14",1.284586897,0.675359867,-0.426821499,-1.552065176,-0.029284189,-0.731696256,0.299489655,0.789961349,-0.393641374,0.203542978,0.847865107,-0.616494761,-0.102138906,-0.697442469,-0.290240972,1.817657489,1.37198331,0.949525961,-0.242424928,1.645477777,316,0.001302248,35.455,9,15.49966,4.69,92,1.38,256.397306,4135,1974,1598,"Petrol",0.358818122683395,0.623251478313115,1.26518984678089,0.849062221401368,"Japan",0.461539226359543,22.8243,9.57306516883349,248.4655,-6.55982376229465
"64_17_2008",2008,"Nissan","Micra",18,"64_17",-1.007552218,-1.429380034,0.058953999,0.75877999,1.843615897,-1.196714032,1.293192647,1.331373314,-0.248202302,-1.846704578,-0.444769259,-1.238180295,-1.409876462,0.820621979,-0.202775915,-1.097622935,-1.636410866,0.959256128,0.183622316,-0.377564615,319,0.00061828,15.998,0,6.670125,4.7,64,1.39,208.557052,3719,1660,1240,"Petrol",0.306870467271469,0.594561530338471,0.95690164725417,1.14076596464078,"Japan",0.535821537768905,31.67,9.62690232880293,316.47,-7.32968349475992
"64_17_2009",2009,"Nissan","Micra",18,"64_17",0.515907923,0.17276093,-1.219987842,-1.256876146,1.15218277,-0.015426026,-0.476418299,0.884423517,0.209849783,0.009725985,0.758233708,-0.894798063,0.364971375,-1.557895443,-0.816489244,-0.213451661,1.712005227,2.41714947,0.54706272,-0.996694082,319,0.000659012,17.162,1,6.81975,4.7,64,1.39,208.557052,3719,1660,1240,"Petrol",0.306870467271469,0.594561530338471,0.95690164725417,1.19872076931733,"Japan",1.50838287197517,35.98,10.3265175986874,318.2,-7.26310838526488
"64_17_2010",2010,"Nissan","Micra",18,"64_17",0.122145756,1.169309065,1.745471611,-2.415289599,1.499499253,1.5671454,-1.542327029,0.004872421,0.81737671,-2.017912779,-0.365284268,1.163298066,-0.476286189,1.811102093,-0.493457284,-0.570129129,0.248484771,0.660633749,0.085084469,-1.893405617,319,0.000638681,16.759,2,7.50066,4.7,78,1.39,208.557052,3719,1660,1240,"Petrol",0.373998381987103,0.594561530338471,0.95690164725417,0.989242627780775,"Japan",1.15390922750699,29.3869,4.80320545745484,217.65,-7.2909421737776
"64_17_2011",2011,"Nissan","Micra",18,"64_17",1.634784191,-0.458560299,0.840237768,-0.09731073,-0.754961416,0.819181667,1.406895648,-1.091999583,-0.236197117,-0.508286218,-0.47490807,-0.485833788,-1.369679353,1.804059547,0.623715269,0.550555487,-0.855992895,0.268150973,0.4481987,0.360810853,319,0.000488848,12.91,3,9.22792,5.6,78,1.15,200.62042,3780,1665,1198,"Petrol",0.388793922373405,0.59714758846582,0.975526504618674,0.988581987012651,"Japan",1.36903963027234,54.6229,4.4731792291814,416.2,-7.55970356845483
"64_17_2012",2012,"Nissan","Micra",18,"64_17",-0.348820622,0.942350989,-0.387037831,1.12536162,-0.906911182,-0.702333065,-0.436832934,1.075569342,-1.460936057,-0.760111086,0.614755976,-1.067885348,0.15155247,0.093384324,0.182739106,1.025463331,0.706316264,-0.492705209,-1.533223906,0.006600685,319,0.000436852,11.629,4,9.49468,5.6,78,1.15,200.62042,3780,1665,1198,"Petrol",0.388793922373405,0.59714758846582,0.975526504618674,0.944268211817932,"Japan",1.10115925345238,52.37,5.76482709196221,408.0477,-7.66713897395124
"64_17_2013",2013,"Nissan","Micra",18,"64_17",-0.313921427,-1.131130171,0.087714384,-1.526128268,-1.80514375,-0.245879765,0.501972776,-1.717209982,0.204454099,-0.624019928,-0.952801986,-0.601746561,0.397706412,1.736390358,-0.885724641,-0.51398889,-0.793354676,-0.800715548,0.70006386,-1.552450871,319,0.000432472,11.531,5,9.4954,5.6,78,1.15,220.682462,3825,1665,1198,"Petrol",0.35344902033946,0.542861444059836,0.987139915387944,0.931068603304081,"Japan",0.180303940793799,39.68,7.20523714466571,369.3077,-7.66774819415682
"64_17_2014",2014,"Nissan","Micra",18,"64_17",-0.206057622,0.375280239,0.333568726,0.378387925,-0.483109138,-0.219666268,-0.546943884,-0.049124872,-0.806708185,0.247769271,2.862922145,0.037687473,1.282554165,2.03298067,0.015289901,-0.852446339,0.10625258,0.183719311,-0.69843356,-0.514653765,319,0.000532356,14.232,6,9.64,5.6,78,1.15,220.682462,3825,1665,1198,"Petrol",0.35344902033946,0.542861444059836,0.987139915387944,0.96678121870965,"Japan",0.0611541964879093,30.31,8.6857482253219,350.8427,-7.45280852850907
"64_17_2015",2015,"Nissan","Micra",18,"64_17",-0.286256179,1.401260971,-2.544691473,-0.32903164,0.250905137,-0.138068381,-0.979121624,-0.933014464,-0.443990418,-1.268721038,-0.677919592,-1.833825959,-0.171223277,1.03371291,-0.250820882,-1.233885672,-0.237884822,1.245442475,0.895799207,0.2371062,319,0.000484952,13.116,7,7.995,5.6,78,1.15,220.682462,3825,1665,1198,"Petrol",0.35344902033946,0.542861444059836,0.987139915387944,1.10943844639214,"Japan",0.466526641441023,35.541,9.73915181181793,335.0915,-7.54084865686686
"64_17_2016",2016,"Nissan","Micra",18,"64_17",-0.340753339,-0.518295485,0.058424834,1.090576885,0.161550021,1.210567925,0.26826831,-0.519168927,0.135059141,3.011147239,-0.395566622,0.765806558,-1.619334159,0.872039746,-0.345617759,-0.522048429,0.558834064,-0.284469753,0.294487467,0.146464317,319,0.000397691,10.781,8,8.050965,5.6,78,1.15,220.682462,3825,1665,1198,"Petrol",0.35344902033946,0.542861444059836,0.987139915387944,1.12280461806515,"Japan",0.492501538914557,34.5191,10.8342540542862,338.2619,-7.73756623913768
"64_17_2017",2017,"Nissan","Micra",18,"64_17",-0.725505029,0.189345629,0.206873279,-0.0273573,-1.185320908,-2.533810688,-2.084541923,0.902252943,0.679026373,0.049459522,0.934352726,-2.298443566,1.233966666,2.319178403,0.19252895,-0.776719247,-0.190901861,-1.601945658,-0.959380197,-0.848214629,319,0.00044733,12.179,9,13.03357,6.1,70,1.03,225.753088,3999,1935,998,"Petrol",0.310073277934519,0.4420759019695,1.19940376915997,1.10432399798472,"Japan",0.640532427413178,47.1609,12.4648676043205,570.0442,-7.62837446584443
"64_19_2008",2008,"Nissan","Murano",18,"64_19",0.741375354,1.232055356,0.652964344,1.56792675,0.507219866,1.757291577,-0.793482407,0.210163303,0.029841572,-2.426375651,-2.925682813,1.736268141,1.057762706,-0.002048351,1.192457796,-0.017770295,-0.922509922,-0.393009309,-0.990380211,-0.552625297,321,7.11e-06,0.184,0,25.23213,2.3,230,2.95,411.16163,4770,1880,3498,"Petrol",0.559390719411245,0.850760320217623,1.38998228114121,0.558247174185912,"Japan",0.889326732968514,71.51,9.23189185834342,661.59,-11.7951226802289
"64_19_2009",2009,"Nissan","Murano",18,"64_19",-0.312902286,0.003664438,-0.928408727,1.21496338,-0.581023151,1.485554394,-0.846932926,0.161433982,0.055061408,0.431355465,0.871081658,-0.309241712,-2.197829676,-0.785578811,-0.629118635,-0.040441,-1.748894494,-0.440390158,-0.115748184,0.00555876,321,7.83e-06,0.204,1,32.60057,2.5,252,2.48,394.62698,4860,1880,3498,"Petrol",0.638577727250174,0.886406702349647,1.41620836191746,0.637617430487939,"Japan",2.10065628429584,70.74,16.2322028685646,699.68,-11.6958876190071
"64_2_2009",2009,"Nissan","370 Z",18,"64_2",0.170548837,-0.255273898,0.813341527,0.387705766,1.833878857,-1.144524006,-0.437465589,0.578100001,2.708198718,-1.674509486,-0.348194811,1.856716522,1.155277325,0.522169904,1.216292331,-0.668924068,-0.477410658,-0.005341385,0.530679192,0.590003767,322,8.52e-06,0.222,1,23.44262,2.6,326,2.49,329.811152,4250,1845,3696,"Petrol",0.988444441684616,1.12064130566452,1.21539749342059,0.663122127707457,"Japan",8.20993503811057,64.33,75.1608677830376,635.93,-11.6114337881686
"64_2_2010",2010,"Nissan","370 Z",18,"64_2",0.882493666,-0.023416293,-0.057196947,-0.675386521,-1.736839069,-0.026630818,0.893589338,0.527290294,0.752971602,-0.735987711,0.82790585,-0.256613037,-0.956262904,-1.03798329,-1.656444515,-0.369795057,0.832604657,-1.009965629,-0.050136577,0.909480108,322,2.33e-05,0.612,2,24.90684,2.33,323,2.74,329.811152,4265,1845,3696,"Petrol",0.979348327190586,1.12064130566452,1.21968713163266,0.490411770793448,"Japan",8.60647461742648,107.8576,68.0800387456342,941.2347,-10.6018939254055
"64_2_2011",2011,"Nissan","370 Z",18,"64_2",-0.494478086,-0.792589266,0.034750509,-0.556106309,-0.195376016,1.445737138,-0.265321167,1.02827693,-1.071593949,0.227709723,0.417542631,0.682452417,-0.433569722,-0.252727868,-0.026945861,0.062578205,0.544739862,0.074715204,-0.136710497,0.110394457,322,1.25e-05,0.331,3,26.02124,2.33,323,2.74,329.811152,4265,1845,3696,"Petrol",0.979348327190586,1.12064130566452,1.21968713163266,0.411320719596335,"Japan",8.2113280387067,127.0207,66.1457916875679,1089.5911,-11.2260265268554
"64_2_2015",2015,"Nissan","370 Z",18,"64_2",0.502085347,-0.926195677,0.74694582,0.241263018,1.485112255,0.550336524,-1.832476105,0.652629603,-0.371096171,0.344613387,-0.343602863,0.615852171,-1.062768591,1.383084496,-0.396592859,-1.621576171,-1.334696552,-0.769949284,-0.363414642,-1.237014669,322,6.36e-06,0.172,7,27.86,2.33,323,2.74,329.811152,4265,1845,3696,"Petrol",0.979348327190586,1.12064130566452,1.21968713163266,0.461605639302445,"Japan",8.1985515846256,183.7374,66.7660692488439,1718.3669,-11.8748701964824
"64_2_2016",2016,"Nissan","370 Z",18,"64_2",-0.80878125,0.768412334,0.461665905,1.65170195,-0.346871456,1.576613459,-0.389035452,-1.397479552,1.114246433,0.125131308,-0.818935201,-1.923230533,1.409721375,-0.107095709,-0.405877397,0.276581815,0.783821146,-0.048391731,1.007722301,-0.118018516,322,6.82e-06,0.185,8,28.05502,2.33,323,2.74,329.811152,4265,1845,3696,"Petrol",0.979348327190586,1.12064130566452,1.21968713163266,0.467166921444964,"Japan",8.37597335073652,188.765,65.1302493968805,1793.2484,-11.8033820891167
"64_2_2017",2017,"Nissan","370 Z",18,"64_2",0.882386455,0.680177835,-0.461740552,-0.92417388,0.473362322,-0.865735528,1.357482797,0.510393802,-0.238420773,-0.777480007,-0.274221533,-0.691420599,-0.467635266,-1.780878945,-0.216478697,-0.576778714,-0.66983657,-0.701565066,-2.968296879,-0.343675596,322,5.69e-06,0.155,9,28.80724,2.33,323,2.74,329.811152,4265,1845,3696,"Petrol",0.979348327190586,1.12064130566452,1.21968713163266,0.421815559885967,"Japan",8.1502543821609,195.6235,64.5424156188889,1676.5015,-11.9929607949771
"64_21_2008",2008,"Nissan","Note",18,"64_21",0.525940076,0.125419198,0.770788066,1.222792871,0.931042234,-0.692798393,-0.883922149,1.625216496,-0.225446569,-0.527574295,-0.574819087,0.048380606,-1.470761677,-0.894556199,-1.1543457,1.222761928,0.210475384,-1.492340595,-0.877776099,-0.365702242,324,0.000684406,17.709,0,8.477623,4.7,86,1.39,257.279154,4083,1691,1386,"Petrol",0.334267268307327,0.538714457992971,1.07017801114503,1.14076596464078,"Japan",0.444653636382816,31.67,8.29500482678758,316.47,-7.22807361526139
"64_21_2009",2009,"Nissan","Note",18,"64_21",-1.093531203,-0.409587343,-2.407246778,-0.977854109,-0.237056283,0.211254066,-1.129960226,1.026993376,0.517171307,0.306992567,-0.660273488,0.08964344,1.553816665,0.359590774,-0.671386712,1.022564213,-1.461800656,-0.170916556,-1.26622769,1.800369229,324,0.000625336,16.285,1,9.98065,4.7,86,1.39,240.744504,4100,1691,1386,"Petrol",0.357225185086676,0.57571407736062,1.07463380986887,1.19872076931733,"Japan",1.27244191285884,35.98,8.09202676243248,318.2,-7.31556102372851
"64_21_2010",2010,"Nissan","Note",18,"64_21",0.234219427,-0.879349238,-2.112796626,-0.097615872,-0.978372543,1.257191301,0.179697689,-0.247830796,-1.083350577,0.828287499,-0.156405704,1.193315289,1.218967271,0.712587249,-1.901538906,2.708010374,1.421620485,0.751706347,-0.958960074,0.342413316,324,0.00057641,15.125,2,10.30335,4.7,86,1.39,240.744504,4100,1691,1386,"Petrol",0.357225185086676,0.57571407736062,1.07463380986887,0.989242627780775,"Japan",1.20828641724933,29.3869,5.16821794497613,217.65,-7.39352807293917
"64_21_2011",2011,"Nissan","Note",18,"64_21",-0.121057472,-0.166211302,-0.315693656,0.218052322,-0.650651574,2.018486497,0.117663668,-0.69135848,-0.01826893,0.315115406,-0.589843949,0.034335063,0.045251019,-1.464640658,-0.35960751,-0.349164051,-0.724050706,0.930193675,-1.755486681,-0.509079209,324,0.000475747,12.564,3,10.76435,4.7,86,1.39,240.744504,4100,1691,1386,"Petrol",0.357225185086676,0.57571407736062,1.07463380986887,0.829702739099904,"Japan",1.47462896288148,23.3569,5.0846904494691,177.07,-7.58686897084013
"64_21_2012",2012,"Nissan","Note",18,"64_21",0.353084995,-0.021656782,-0.608065313,-0.281842988,-0.788442543,0.654328499,2.041603556,0.732489816,1.028692252,-1.132385989,-0.356270944,0.472718272,0.534666592,0.240395879,0.415102844,-0.924857502,-0.565782807,-0.787054793,0.271543394,1.363362791,324,0.000443651,11.81,4,11.075525,4.7,86,1.39,240.744504,4100,1691,1386,"Petrol",0.357225185086676,0.57571407736062,1.07463380986887,0.792510820632907,"Japan",1.19814243048726,23.48,6.50450302800868,198.2217,-7.65169522160749
"64_21_2013",2013,"Nissan","Note",18,"64_21",-0.657251941,1.016249005,-1.128501765,-0.098269136,-1.356215542,0.914405166,-0.593846349,-0.597217494,-0.061101239,-0.593857208,-0.417085428,0.569970434,-0.044346722,-0.200646332,0.296115781,0.279213767,1.319481995,0.777634906,1.108161241,1.208650136,324,0.000443986,11.838,5,11.352125,4.7,86,1.39,240.744504,4100,1691,1386,"Petrol",0.357225185086676,0.57571407736062,1.07463380986887,0.781432577773068,"Japan",0.174127137905133,22.94,7.07609724206097,200.7917,-7.64147274814508
"64_21_2014",2014,"Nissan","Note",18,"64_21",0.539784507,-0.630275207,-0.355159042,-0.576154012,-0.25342219,1.87416953,2.08494512,-0.498420834,1.462341772,-1.250533009,-0.333468588,-0.139041705,0.063857444,2.525084467,-1.129872817,0.801760917,-1.153277884,-0.114910784,-0.909621202,1.38470613,324,0.00082382,22.024,6,9.995,6,78,1.09,228.839556,4100,1695,1198,"Petrol",0.340850163159729,0.523510891622251,1.07717581769825,1.03583702004605,"Japan",0.0809070508406525,45.27,9.23661507545766,519.6507,-7.01616890754207
"64_21_2015",2015,"Nissan","Note",18,"64_21",-2.220338648,-1.280923391,1.476653751,-0.459477623,-1.794454649,-0.781930192,0.024428467,0.80810323,1.45316048,-1.953821205,1.249644901,0.673380423,1.789283904,-0.714897748,0.335750331,-0.750718759,-0.758511386,-0.004434292,0.347221534,-1.401178354,324,0.000557458,15.077,7,9.995,6,78,1.09,228.839556,4100,1695,1198,"Petrol",0.340850163159729,0.523510891622251,1.07717581769825,1.18868404970587,"Japan",0.503951437287892,52.645,10.3610015224372,488.8435,-7.40151140966094
"64_21_2016",2016,"Nissan","Note",18,"64_21",0.043060691,-0.978526667,-1.315552359,-0.627495774,-0.34939832,0.487549212,-0.829140185,-0.144747359,2.30037208,-0.497446397,-1.083239039,-0.0657091,-1.492474614,-0.65312824,0.454243593,-2.427850567,0.080641525,0.36371738,0.826631236,-1.259372142,324,0.000400642,10.861,8,10.064965,6,78,1.09,228.839556,4100,1695,1198,"Petrol",0.340850163159729,0.523510891622251,1.07717581769825,1.20300494792695,"Japan",0.534922176457308,52.3511,11.5673854933471,493.5179,-7.73017330050006
"64_21_2017",2017,"Nissan","Note",18,"64_21",0.14367069,1.18173831,0.900480257,-1.738983895,1.228706141,0.713810253,0.164699448,0.68347295,1.906342957,-1.201303489,0.699717707,-0.780383811,0.441944428,-0.321225904,-1.229108835,0.495458968,-0.698800081,-1.464440244,0.278998598,0.152143944,324,0.000187652,5.109,9,11.36883,6,78,1.09,228.839556,4100,1695,1198,"Petrol",0.340850163159729,0.523510891622251,1.07717581769825,1.08622032588661,"Japan",0.514246411421959,42.2909,10.5168072001227,518.2862,-8.49708185945097
"64_22_2010",2010,"Nissan","NV200",18,"64_22",0.118259024,-0.029327035,-0.732828141,1.907655811,-0.339472138,-1.309420912,-0.587094702,-2.523191909,1.049360503,-0.359426433,-0.67916176,0.162747451,-1.167239599,-0.575949666,0.636838539,-0.325256741,1.816429715,0.470748276,0.609646371,0.182772567,325,8.16e-06,0.214,2,14.020602,5.4,83,1.37,292.11215,4400,2011,1461,"Diesel",0.28413744515591,0.500150370328656,1.37150622423501,1.11435907698527,"Japan",1.60942358985554,59.9349,8.09197772083419,440.18,-11.6511031170012
"64_22_2011",2011,"Nissan","NV200",18,"64_22",2.566450022,-0.155781483,-1.138518262,-0.888132187,1.02453357,-2.271208648,-0.140074498,0.855745302,1.861396497,-0.552215804,-1.724480065,-0.515107149,0.72678434,-0.260166489,-0.082096559,-0.43509943,0.537692677,-0.090725107,0.526249656,1.158374497,325,1.17e-05,0.308,3,16.039582,5.3,87,1.38,292.11215,4400,2011,1461,"Diesel",0.297830816006797,0.500150370328656,1.37150622423501,0.899276507489687,"Japan",1.80295261137632,39.8809,7.31034256470832,300.67,-11.2921663293599
"64_22_2012",2012,"Nissan","NV200",18,"64_22",-0.048661547,0.691219481,-0.454224074,0.252152202,-0.110697715,0.019458389,-0.490303302,-0.534961173,-0.930758837,-1.070421269,0.315290583,-1.030280742,-0.176390437,-1.346498369,-1.517805564,-0.24943117,-0.544501711,-1.122705496,-0.654358522,-0.148946349,325,1.1e-05,0.294,4,16.503253,5.3,87,1.38,292.11215,4400,2011,1461,"Diesel",0.297830816006797,0.500150370328656,1.37150622423501,0.853362454668683,"Japan",1.49406611084891,38.96,9.05232852782805,299.5857,-11.348838166117
"64_22_2013",2013,"Nissan","NV200",18,"64_22",1.258075795,0.527954148,-0.408618115,-0.262999826,-0.237314619,0.167645498,-1.847558117,0.622581602,1.223017096,0.423145974,-0.21649272,-0.983866343,0.307099066,1.877530666,0.443725751,-0.729080797,-1.726445408,1.191967826,-1.0853561,0.577576944,325,1.92e-05,0.511,5,16.915405,5.3,87,1.38,292.11215,4400,2011,1461,"Diesel",0.297830816006797,0.500150370328656,1.37150622423501,0.841910402912178,"Japan",0.343955534901377,30.14,9.82414666409128,274.0757,-10.7823554995149
"64_22_2014",2014,"Nissan","NV200",18,"64_22",1.386066021,1.209266587,0.765203566,1.864487863,-0.108160247,0.951844024,-0.110050186,-1.016546235,1.322826699,0.333105917,0.293855042,-1.34713852,-0.229374228,-1.108470493,1.101459269,1.867690841,-0.692192876,-1.583922812,-0.714500565,1.917926835,325,8.42e-06,0.225,6,21.271,5.5,88,1.33,298.72601,4400,2011,1461,"Diesel",0.294584324947131,0.489076930395181,1.37150622423501,0.906433257153344,"Japan",0.213359314684424,27.67,11.8586754742372,319.6407,-11.5995111387324
"64_22_2015",2015,"Nissan","NV200",18,"64_22",2.016381406,0.249621394,0.258458798,-0.017637915,-0.879263569,1.41647459,0.338654374,1.637980976,0.021123577,0.586239345,0.097958426,0.154065791,-0.260632013,-1.058456216,-0.941654179,0.904434305,0.677631783,0.607028427,0.510965832,-0.769263347,325,8.13e-06,0.22,7,21.271,5.5,88,1.33,298.72601,4400,2011,1461,"Diesel",0.294584324947131,0.489076930395181,1.37150622423501,1.05207581650913,"Japan",0.706745895299657,32.465,13.2437269555249,307.6535,-11.6293376502747
"64_22_2016",2016,"Nissan","NV200",18,"64_22",-0.497216883,1.624331114,1.606093939,-0.325561432,0.635466623,0.590878709,1.01065027,-0.853856242,-0.011641279,0.214544835,-1.511532364,-0.079698176,-2.277143596,-1.426425841,-1.328623709,-0.940433704,-0.394525138,-1.201402725,-0.791715353,0.202230295,325,9.52e-06,0.258,8,21.419897,5.5,88,1.33,298.72601,4400,2011,1461,"Diesel",0.294584324947131,0.489076930395181,1.37150622423501,1.08808128213956,"Japan",0.758785913676823,31.3111,14.8778264421432,310.7979,-11.4698467121688
"64_24_2008",2008,"Nissan","Pathfinder",18,"64_24",0.959052152,-0.157235623,-0.69961052,0.734689376,-0.60856285,0.894386139,-0.785618384,-0.394843384,0.286455125,0.71616217,0.975906378,0.373409577,-0.770008097,-0.596784756,-0.126977886,0.926392502,0.461990217,0.272157955,0.217465633,0.293562428,327,2.79e-05,0.723,0,19.900265,2.8,168,2.64,471.347756,4740,1850,2488,"Diesel",0.35642473706823,0.527848062991521,1.35919918632937,0.618580561999815,"Japan",0.393978519005994,43.26,7.44729926121917,391.14,-10.4279982352167
"64_24_2009",2009,"Nissan","Pathfinder",18,"64_24",1.187670368,-1.339308122,0.100239872,-0.643612454,2.198893082,0.636066514,0.009782847,0.835758654,0.2412433,-0.119113984,0.554019418,0.862202793,0.166828749,0.385106092,0.541934101,0.340205817,0.059112685,0.764612422,-0.488100503,-0.389791493,327,2.64e-05,0.688,1,20.34667,2.8,168,2.64,471.347756,4740,1850,2488,"Diesel",0.35642473706823,0.527848062991521,1.35919918632937,0.68288854825567,"Japan",1.27528016530962,52.89,8.11878054558688,521.69,-10.4804861188575
"64_24_2010",2010,"Nissan","Pathfinder",18,"64_24",0.069891159,0.025534529,1.040595911,1.007470574,0.970756553,2.911337484,-0.343218728,-0.980581274,-0.989391263,2.369871257,-1.419607775,1.465268528,1.650932359,0.571331731,2.487628539,-1.359174434,1.534982022,0.467895052,0.770807549,-0.015453317,327,1.93e-05,0.507,2,24.21846,2.8,168,2.49,479.945774,4740,1850,2488,"Diesel",0.350039544259015,0.518391896497874,1.35919918632937,0.577815817696065,"Japan",1.23588560601795,69.9709,5.35953776523109,616.46,-10.7902421900664
"64_24_2011",2011,"Nissan","Pathfinder",18,"64_24",-0.158768124,1.573635804,-0.335052841,1.325828517,0.681625566,-0.377927242,-0.680941966,0.606353154,0.838577668,1.268695867,-0.8787088,-2.821873633,-0.253957964,0.059582159,0.710036725,0.064189595,-1.189546097,1.303715276,0.115829362,-1.446534215,327,2.51e-05,0.662,3,30.19155,3.3,187,2.24,465.17482,4813,1848,2488,"Diesel",0.401999403149121,0.534852681836906,1.37863996620691,0.55992688202188,"Japan",1.33906104452889,52.0009,4.33504045136199,445.87,-10.5288873250259
"64_24_2012",2012,"Nissan","Pathfinder",18,"64_24",-0.090712712,-0.886106951,0.277035514,-0.808198189,0.075248824,-1.836225955,0.381533694,0.393312046,-0.208577577,-1.122630297,0.246238069,-1.02820301,-1.197286638,-1.181239348,-0.249180184,-0.927302791,0.72901807,0.018483755,-0.809115873,-0.161340752,327,1.55e-05,0.412,4,31.064325,3.3,187,2.24,465.17482,4813,1848,2488,"Diesel",0.401999403149121,0.534852681836906,1.37863996620691,0.53133888686918,"Japan",1.07300690313685,46.16,5.58194486116451,560.9057,-11.0058934149902
"64_24_2013",2013,"Nissan","Pathfinder",18,"64_24",1.216317549,-0.891320583,0.19883357,-0.176828779,-0.6009768,1.683570765,-0.712385182,-0.376644546,0.622363048,2.229196928,-0.712691951,-3.231876574,1.887190446,0.154848675,1.413765829,0.82583671,-0.81306754,-1.167751912,-1.723256654,-0.671772932,327,1.49e-05,0.396,5,31.840125,3.3,187,2.24,465.17482,4813,1848,2488,"Diesel",0.401999403149121,0.534852681836906,1.37863996620691,0.524208364077394,"Japan",0.148712124885473,67.74,6.01659323803468,637.3957,-11.0359045655972
"64_24_2014",2014,"Nissan","Pathfinder",18,"64_24",0.823430964,-0.827826597,-0.611132833,-2.21045916,0.658974938,-1.737516052,0.349675606,1.63233321,-1.587471324,1.117426874,0.44994703,-0.575630031,1.382311056,-0.970924959,-1.301128854,1.198283922,-0.878004839,-1.49027643,-0.151423895,1.134622755,327,1.23e-05,0.33,6,32.325,3.3,187,2.24,465.17482,4813,1848,2488,"Diesel",0.401999403149121,0.534852681836906,1.37863996620691,0.543859954292006,"Japan",0.0503495138823508,80.91,7.21609297697613,746.3967,-11.2205217046083
"64_28_2009",2009,"Nissan","Pixo",18,"64_28",0.998084939,0.708962203,-0.758832264,0.027327436,0.730493685,0.938555163,-0.609543279,-0.501485259,0.116366827,-0.807127233,-0.128749353,0.176587927,0.691932421,-0.727167641,0.321226968,-0.128345358,1.275129113,-0.031220614,1.382336057,-1.37424694,329,0.000152369,3.968,1,6.2785,6.5,67,0.99,195.10887,3565,1630,996,"Petrol",0.343398021832631,0.510484223500449,0.900700024153341,1.65780531926864,"Japan",1.32561349852904,173.14,8.59398618216613,1597.28,-8.72754491852178
"64_28_2010",2010,"Nissan","Pixo",18,"64_28",1.97485872,0.279158777,-0.455818413,1.165380218,-0.234818957,-1.182861758,-0.834150658,-0.108094129,-1.673692173,0.461793419,0.387525483,-0.929214239,-1.913994195,1.397121045,0.965913288,0.398862396,-0.309797534,-0.648430631,0.706025463,0.526131626,329,0.000167645,4.399,2,6.4815,6.5,67,0.99,195.10887,3565,1630,996,"Petrol",0.343398021832631,0.510484223500449,0.900700024153341,1.36810150650533,"Japan",1.26369073632226,157.4389,5.55501245473182,1191.81,-8.62849863754787
"64_28_2011",2011,"Nissan","Pixo",18,"64_28",0.969299893,-0.413160172,0.997278708,0.751313466,-1.859627828,1.551292259,0.034314322,-0.603646693,-1.2095316,-0.408226228,0.133932217,-1.552924118,0.671875788,-1.053191851,1.157890711,0.373660066,-0.054357095,0.492204339,-0.221416416,-1.656918834,329,8.35e-05,2.206,3,6.7715,6.5,67,0.99,195.10887,3565,1630,996,"Petrol",0.343398021832631,0.510484223500449,0.900700024153341,1.1474612349254,"Japan",1.53594199561667,124.7689,5.47744506400582,977.71,-9.3269085393068
